number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
939,Eat a rainbow of colorful fruits,Eat a plate of cheesy macaroni,93020,90935,0,1,1,0,0,0,Food
940,Try sushi for the first time,Eat a delicious taco,38856,38316,0,1,1,0,0,0,Food
941,Have a picnic with sandwiches,Have a picnic with sushi rolls,35835,35424,0,1,1,0,0,0,Food
942,Have a watermelon eating contest,Have a strawberry picking adventure,86099,61005,0,1,1,0,0,0,Food
943,Sip on lemonade,Enjoy a refreshing glass of apple cider,37941,24075,0,1,1,0,0,0,Food
944,Make your own pizza from scratch,Bake your own batch of cookies,65610,67716,0,1,1,0,0,0,Food
945,Have a banana split with all the toppings,Build your own ice cream sundae,59131,52756,0,1,1,0,0,0,Food
946,Try a new vegetable every day for a week,Taste a new dessert every day for a week,7457,7861,0,1,1,0,0,0,Food
947,Play soccer on a sunny day,Ice skate on a frozen pond,44911,58664,0,1,1,0,0,0,Sport
948,Win a gold medal in the Olympics,Score the winning goal in a championship game,20250,15769,0,1,1,0,0,0,Sport
949,Be a professional basketball player,Be a famous gymnast,43386,24607,0,1,1,0,0,0,Sport
950,Go surfing at the beach,Snowboard in the mountains,21452,24310,0,1,1,0,0,0,Sport
951,Swim with dolphins,Ride a horse,14497,16036,0,1,1,0,0,0,Sport
952,Play baseball in a stadium,Go rock climbing,47059,24258,0,1,1,0,0,0,Sport
953,Compete in a relay race,A solo marathon,50617,26007,0,1,1,0,0,0,Sport
954,Play tennis against a famous player,Learn a new sport from scratch,40054,33950,0,1,1,0,0,0,Sport
955,Score a winning touchdown,Hit a game-winning home run,16879,15840,0,1,1,0,0,0,Sport
956,Learn karate,Take ballet lessons,24566,16454,0,1,1,0,0,0,Sport
957,Play golf,Go roller skating,69996,70268,0,1,1,0,0,0,Sport
958,Be a star player on a team,A coach leading a championship-winning team,59263,46733,0,1,1,0,0,0,Sport
959,Attend a sports camp for a week,Join a dance workshop,52034,58324,0,1,1,0,0,0,Sport
960,Try bungee jumping,Zip-lining,54198,32585,0,1,1,0,0,0,Sport
961,Have a career as a professional skateboarder,A champion swimmer,8435,9198,0,1,1,0,0,0,Sport
962,Have a big family reunion with all your cousins,A special day with just your immediate family,89212,55736,0,1,1,0,0,0,Family
963,Have a family movie night,A family game night,87608,104370,0,1,1,0,0,0,Family
964,Go on a vacation to the beach with your family,To the mountains,66803,60594,0,1,1,0,0,0,Family
965,Have a picnic in the park with your family,A barbecue in the backyard,1162,689,0,1,1,0,0,0,Family
966,Have a pizza party with your family,Make homemade ice cream together,89880,66485,0,1,1,0,0,0,Family
967,Have a sibling who is your twin,A sibling who is much older or younger,21789,22069,0,1,1,0,0,0,Family
968,Have a family pet that's a dog,A cat,88561,53629,0,1,1,0,0,0,Family
969,Have a family talent show,A family baking contest,23814,17241,0,1,1,0,0,0,Family
970,Have a family dance-off,A family karaoke night,74560,44081,0,1,1,0,0,0,Family
971,Go on a nature hike with your family,Visit a museum together,72367,84320,0,1,1,0,0,0,Family
972,Have a family board game tournament,A family sports day,23725,29200,0,1,1,0,0,0,Family
973,Have a camping trip with your family,A staycation at home with fun activities planned,72692,80607,0,1,1,0,0,0,Family
974,Have a family photo album filled with memories,A family scrapbook with creative artwork,1642,2018,0,1,1,0,0,0,Family
975,Have a family tradition of making homemade pizza every Friday night,Going on a nature walk every Sunday morning,46832,62497,0,1,1,0,0,0,Family
976,Have a family garden where everyone plants flowers and vegetables,A family reading nook where everyone reads together,62956,59047,0,1,1,0,0,0,Family
977,Have a family celebration for every member's birthday,One big celebration for everyone's birthday together,88958,63544,0,1,1,0,0,0,Family
978,Have the ability to fly like a bird,Breathe underwater like a fish,83560,96473,0,1,1,0,0,0,Life
979,Have a magical pet unicorn,A pet dragon,27062,27338,0,1,1,0,0,0,Life
980,Explore outer space,Dive to the bottom of the ocean,42448,47656,0,1,1,0,0,0,Life
981,Have the power to talk to animals,The power to turn invisible,83385,99547,0,1,1,0,0,0,Life
982,Live in a treehouse,A castle,40362,57261,0,1,1,0,0,0,Life
983,Discover a hidden treasure,Find a secret portal to another world,1424,1867,0,1,1,0,0,0,Life
984,Be able to run as fast as a cheetah,Jump as high as a kangaroo,36009,41808,0,1,1,0,0,0,Life
985,Visit a magical candy land,A dinosaur park,19970,11795,0,1,1,0,0,0,Life
986,Have the ability to time travel to the past,See into the future,72224,62902,0,1,1,0,0,0,Life
987,Have super strength,The ability to control the weather,25389,35056,0,1,1,0,0,0,Life
988,Speak every language in the world,Play every musical instrument,93814,62392,0,1,1,0,0,0,Life
989,Have a magic wand that grants wishes,A flying carpet,44582,42943,0,1,1,0,0,0,Life
990,Be a famous inventor,A world-famous explorer,4848,3667,0,1,1,0,0,0,Life
991,Live in a world with endless daylight,A world with never-ending nighttime,3809,2986,0,1,1,0,0,0,Life
992,Have a personal robot assistant,A talking pet that gives you advice,30455,38231,0,1,1,0,0,0,Life
993,Explore a dense jungle,Climb a towering mountain,57899,42066,0,1,1,0,0,0,Nature
994,Have a pet panda,A pet tiger,25570,22361,0,1,1,0,0,0,Nature
995,Spend a day at the beach building sandcastles,Hiking in the forest,43018,60807,0,1,1,0,0,0,Nature
996,The ability to talk to animals,The ability to understand plants,80319,101789,0,1,1,0,0,0,Nature
997,Camp under the stars,Sleep in a cozy cabin,66140,61086,0,1,1,0,0,0,Nature
998,Swim with dolphins,Ride a horse through a meadow,24060,12853,0,1,1,0,0,0,Nature
999,Have a garden filled with colorful flowers,A garden full of delicious fruits and vegetables,82948,109115,0,1,1,0,0,0,Nature
1000,Discover a hidden waterfall,Find a treasure chest buried in the woods,36495,40948,0,1,1,0,0,0,Nature
1001,Have a treehouse in the middle of a forest,A lakeside cottage,34720,37919,0,1,1,0,0,0,Nature
1002,A magical potion that makes you shrink to the size of an ant,Grow as tall as a tree,93145,108215,0,1,1,0,0,0,Nature
1003,Fly like a butterfly,Run as fast as a cheetah,76639,60052,0,1,1,0,0,0,Nature
1004,Visit a coral reef and see colorful fish,Explore a vast desert and see towering sand dunes,91462,76085,0,1,1,0,0,0,Nature
1005,Have a picnic in a field of wildflowers,Under the shade of a giant redwood tree,13943,18676,0,1,1,0,0,0,Nature
1006,Have a pet owl that can deliver secret messages,A pet fox that can find hidden treasures,71826,53553,0,1,1,0,0,0,Nature
1007,Have the power to make it rain,Make the sun shine whenever you want,52628,64727,0,1,1,0,0,0,Nature
1008,Have the ability to teleport,Be able to time travel,52738,79105,0,1,1,0,0,0,Science
1009,Explore outer space,Explore the depths of the ocean,68966,53570,0,1,1,0,0,0,Science
1010,Have X-ray vision,The ability to fly,41530,45269,0,1,1,0,0,0,Science
1011,Control the weather,Have super strength,7214,8738,0,1,1,0,0,0,Science
1012,Discover a new planet,Find a cure for a disease,99757,60854,0,1,1,0,0,0,Science
1013,Talk to animals,Speak every language in the world,11123,10625,0,1,1,0,0,0,Science
1014,Change the color of your eyes at will,Change your hair color instantly,90569,69244,0,1,1,0,0,0,Science
1015,Have a robot friend who can do your homework,A pet dinosaur,66303,62855,0,1,1,0,0,0,Science
1016,Invent a new gadget that everyone loves,Discover a new species of animal,9437,11538,0,1,1,0,0,0,Science
1017,Have a time machine that takes you to the past,To the future,61629,67302,0,1,1,0,0,0,Science
1018,Have a laboratory full of cool science experiments,A library full of books about the universe,84765,74304,0,1,1,0,0,0,Science
1019,Breathe underwater,Walk on clouds,33407,44059,0,1,1,0,0,0,Science
1020,Talk to plants,Control the growth of trees and flowers,4935,6243,0,1,1,0,0,0,Science
1021,Have a jetpack that lets you fly anywhere,A hoverboard that glides over water,47705,63933,0,1,1,0,0,0,Science
1022,Have a robot dog that can do tricks,A robot that helps you with your schoolwork,38188,32310,0,1,1,0,0,0,Science
1023,Have a pet dolphin,A pet monkey,55384,63239,0,1,1,0,0,0,Animal
1024,Talk to dogs,Communicate with birds,97107,131398,0,1,1,0,0,0,Animal
1025,Have a pet turtle that lives for 100 years,A pet parrot that can mimic any sound,27632,15397,0,1,1,0,0,0,Animal
1026,Have a sleepover at the zoo,A safari adventure in the wild,45545,28486,0,1,1,0,0,0,Animal
1027,Swim like a fish,Climb like a monkey,56278,77546,0,1,1,0,0,0,Animal
1028,Have a pet tiger that acts like a kitten,A pet elephant with magical powers,70440,86210,0,1,1,0,0,0,Animal
1029,Fly like a bird,Run as fast as a cheetah,75772,103431,0,1,1,0,0,0,Animal
1030,Have a hedgehog friend,A rabbit companion,84891,100587,0,1,1,0,0,0,Animal
1031,Discover a hidden treasure guarded by lions,Find a secret passage in a mysterious jungle,23893,35749,0,1,1,0,0,0,Animal
1032,Have a pet panda that loves to play,A koala that loves to cuddle,95184,85484,0,1,1,0,0,0,Animal
1033,Spend a day with penguins in Antarctica,With elephants in Africa,1115,931,0,1,1,0,0,0,Animal
1034,Camouflage like a chameleon,Night vision like an owl,27812,16099,0,1,1,0,0,0,Animal
1035,Have a pet dragonfly that can take you on flying adventures,A pet fox that can solve mysteries,8515,11707,0,1,1,0,0,0,Animal
1036,Explore a coral reef and meet colorful fish,Trek through a rainforest and encounter exotic birds,4258,6054,0,1,1,0,0,0,Animal
1037,Have a pet kangaroo that carries you around,A polar bear that keeps you warm in cold weather,7070,10473,0,1,1,0,0,0,Animal
1038,Have a pet octopus with eight arms,A giraffe with a long neck,86804,89942,0,1,1,0,0,0,Animal
1039,Star in a superhero movie,Be the lead in a magical fantasy film,20484,28259,0,1,1,0,0,0,Entertainment
1040,Attend a concert of your favorite singer,Watch a live performance of your favorite band,75980,46692,0,1,1,0,0,0,Entertainment
1041,Meet a famous actor/actress,A famous musician,484,646,0,1,1,0,0,0,Entertainment
1042,Have a dance party with your friends,A karaoke night with family,41043,49711,0,1,1,0,0,0,Entertainment
1043,Have front-row tickets to a circus show,A magic show,12863,8432,0,1,1,0,0,0,Entertainment
1044,Go to a theme park,A water park for a day of fun,60200,62706,0,1,1,0,0,0,Entertainment
1045,Have a sleepover and watch movies all night,Go camping and tell ghost stories around a campfire,9960,10969,0,1,1,0,0,0,Entertainment
1046,Have a magic wand that can make any toy come to life,A book that transports you into its story,80742,90983,0,1,1,0,0,0,Entertainment
1047,Have a private concert by your favorite band,VIP tickets to a Broadway musical,23674,35361,0,1,1,0,0,0,Entertainment
1048,Be the main character in a video game,The host of a TV show,69272,45552,0,1,1,0,0,0,Entertainment
1049,Star in a comedy movie,A mystery-solving adventure,4909,6633,0,1,1,0,0,0,Entertainment
1050,Have a talent for drawing cartoons,Writing funny jokes,13556,14023,0,1,1,0,0,0,Entertainment
1051,Have a backyard full of trampolines,A room full of board games,38865,54249,0,1,1,0,0,0,Entertainment
1052,Perform in a talent show,Participate in a cooking competition,45206,39703,0,1,1,0,0,0,Entertainment
1053,Have a virtual reality headset that lets you enter any movie,A robot friend that can talk and play games,57191,50545,0,1,1,0,0,0,Entertainment
1054,Have a superpower that helps you learn any subject instantly,Be able to visit any historical event in person,70180,72834,0,1,1,0,0,0,Education
1055,Have a personal robot tutor,Attend a school with all your friends,45643,65605,0,1,1,0,0,0,Education
1056,Have a library filled with every book ever written,A computer that can answer any question,92293,82334,0,1,1,0,0,0,Education
1057,Learn about dinosaurs,Outer space,7339,5244,0,1,1,0,0,0,Education
1058,Have a math competition with friends,A science experiment day,14589,7544,0,1,1,0,0,0,Education
1059,Explore ancient ruins,Discover a new species of animal,58117,72184,0,1,1,0,0,0,Education
1060,Learn to play a musical instrument,Speak a new language,50022,53549,0,1,1,0,0,0,Education
1061,Attend a virtual reality school where you can visit any place,A school with amazing outdoor classrooms,32149,20438,0,1,1,0,0,0,Education
1062,Have a time machine to visit famous inventors,Be able to talk to animals and learn their secrets,43044,29949,0,1,1,0,0,0,Education
1063,Have a science lab at home,An art studio with endless art supplies,24385,17051,0,1,1,0,0,0,Education
1064,Have a teacher who can explain any concept in a fun way,Be friends with a famous scientist,42908,44382,0,1,1,0,0,0,Education
1065,Solve challenging puzzles,Create your own inventions,53971,46184,0,1,1,0,0,0,Education
1066,Have a school that teaches magic,A school that teaches how to build robots,19858,25183,0,1,1,0,0,0,Education
1067,Learn history by traveling through time,Learn geography by exploring the world,44338,23421,0,1,1,0,0,0,Education
1068,Have a notebook that turns your drawings into real objects,A backpack that holds unlimited books,39864,32105,0,1,1,0,0,0,Education
